Facility Number,Facility Name,Common Name,Zone,Region,District,Council,Ward,Village/Street,Facility Type,Operating Status,Ownership,Registration Number,CTC Number,Latitude,Longitude
110748-1,Arafa Boko,Arafa Boko,Eastern Zone,Dar es Salaam,Kinondoni,Kinondoni MC,Bunju,Boko,Dispensary,Operating,Private - Faith based organization (FBO),,,-6.62874,39.14956
110525-3,Arafa Chanika,Arafa,Eastern Zone,Dar es Salaam,Ilala,Ilala MC,Chanika,Kimwani,Dispensary,Operating,Private - For Profit,72373,,-7.004018,39.078184
110615-2,Arafa Charitable Kipunguni,Makaburi Dispensary,Eastern Zone,Dar es Salaam,Ilala,Ilala MC,Kipawa,Kipunguni,Dispensary,Operating,Private - For Profit,72437,,-6.887388,39.18879
100154-4,Arafa Corner,Arafa Kona,Eastern Zone,Dar es Salaam,Ubungo,Ubungo MC,Ubungo,Kibo,Dispensary,Operating,Private - For Profit,,,-6.78898,39.19297
110607-9,Arafa Ferry,Arafa,Eastern Zone,Dar es Salaam,Kigamboni,Kigamboni MC,Kigamboni,Ferry,Dispensary,Operating,Private - For Profit,73349,,-6.822329,39.30231
100147-8,Arafa Huruma,Arafa Huruma,Eastern Zone,Dar es Salaam,Kinondoni,Kinondoni MC,Wazo,Wazo,Dispensary,Operating,Private - Faith based organization (FBO),71355,,-6.66753,39.1877
100148-6,Arafa Ikwiriri,Arafa Ikwiriri Dispensary,Eastern Zone,Pwani,Rufiji,Rufiji DC,Ikwiriri,Ikwiriri Kati,Dispensary,Operating,Private - Faith based organization (FBO) - Bakwata,,,-7.954202,38.982116
100149-4,Arafa Jaribu,Arafa foundation Trust Jaribu,Eastern Zone,Pwani,Rufiji,Kibiti DC,Mjawa,Jaribu Mpakani,Dispensary,Operating,Private - Faith based organization (FBO),66213,,-7.546859,39.131019
111666-4,Arafa Kiberege,ARAFA KIBEREGE,Eastern Zone,Morogoro,Kilombero,Kilombero DC,Kiberege,kiberege,Dispensary,Operating,Private - For Profit,53218,,-7.95188,36.861361
110523-8,Arafa Kilakala,Kanda ya Mashariki-DSM,Eastern Zone,Dar es Salaam,Temeke,Temeke MC,Kilakala,Kilakala,Dispensary,Operating,Private - Faith based organization (FBO),73339,,-6.868475,39.241608
108662-8,Arafa Kilindoni,Bamita,Eastern Zone,Pwani,Mafia,Mafia DC,Kilindoni,Kilindoni,Dispensary,Closed (Temporary),Private - For Profit,65201,,-7.91785,39.66385
100153-6,Arafa Kisiwani,Arafa Kisiwani,Eastern Zone,Dar es Salaam,Kigamboni,Kigamboni MC,Tungi,Tungi,Dispensary,Operating,Private - Faith based organization (FBO),4803,,-6.843464,39.32206
100155-1,Arafa Machimbo,,Eastern Zone,Dar es Salaam,Temeke,Temeke MC,Yombo Vituka,Yombo vituka,Dispensary,Operating,Private - Faith based organization (FBO),,,-6.88117,39.2316
110670-7,Arafa Majohe,Arafa,Eastern Zone,Dar es Salaam,Ilala,Ilala MC,Majohe,Mji Mpya,Dispensary,Operating,Private - For Profit,72398,,-6.90007,39.15723
100156-9,Arafa Majumba Sita,Arafa Majumba Sita,Eastern Zone,Dar es Salaam,Ilala,Ilala MC,Kipawa,Karakata,Dispensary,Operating,Private - Faith based organization (FBO),72303,,-6.865963,39.199649
110282-1,Arafa Mamboleo,Nyamongo,Eastern Zone,Dar es Salaam,Temeke,Temeke MC,Sandali,Tindwa,Dispensary,Operating,Private - NGOs,73321,,-6.86236,39.25169
100157-7,Arafa Mapinduzi,,Eastern Zone,Dar es Salaam,Temeke,Temeke MC,Charambe,Rangi tatu,Dispensary,Operating,Private - NGOs,73307,,-6.927091,39.265052
111288-7,Arafa Mkamba,Arafa mkamba,Eastern Zone,Morogoro,Kilombero,Kilombero DC,Kidatu,Mkamba,Dispensary,Closed,Private - Faith based organization (FBO),53216,,-7.68288,36.97824
110533-7,Arafa Mood,Arafa Dispensary,Eastern Zone,Dar es Salaam,Ilala,Ilala MC,Tabata,Tabata kisiwani,Dispensary,Closed (Temporary),Private - For Profit,72250,,-6.820831,39.216935
100161-9,Arafa Mwananchi,Arafa Mwananchi,Eastern Zone,Dar es Salaam,Ubungo,Ubungo MC,Kimara,Kimara baruti,Dispensary,Operating,Private - Faith based organization (FBO),71303,,-6.79292,39.18691
100267-4,Arafa Mwendapole,Arafa,Eastern Zone,Pwani,Kibaha,Kibaha TC,Kibaha,Kwamfipa,Dispensary,Operating,Private - Faith based organization (FBO),62220,,-6.75084,38.90674
100139-5,Arafa Mzinga,Arafa Mzinga,Eastern Zone,Dar es Salaam,Ilala,Ilala MC,Kitunda,Mzinga,Dispensary,Operating,Private - For Profit,72358,,-6.907995,39.202497
100163-5,Arafa Neema,Arafa Kigogo fresh,Eastern Zone,Dar es Salaam,Ilala,Ilala MC,Pugu,Kinyamwezi,Dispensary,Operating,Private - For Profit,72336,,-6.915506,39.122823
100162-7,Arafa NHC,Arafa N.H.C,Eastern Zone,Dar es Salaam,Ubungo,Ubungo MC,Ubungo,NHC,Dispensary,Operating,Private - Faith based organization (FBO),71152,,-6.79208,39.21271
110617-8,Arafa Pugu,Pugu Msikitini,Eastern Zone,Dar es Salaam,Ilala,Ilala MC,Pugu,Bombani,Dispensary,Operating,Private - For Profit,72406,,-6.902758,39.119109
110598-0,Arafa Sama,Sama Dispensary,Eastern Zone,Dar es Salaam,Temeke,Temeke MC,Chamazi,Msufini,Dispensary,Operating,Private - Faith based organization (FBO),73336,,-6.93885,39.23851
100166-8,Arafa SES Charitable,Arafa Segerea,Eastern Zone,Dar es Salaam,Ilala,Ilala MC,Segerea,Segerea,Dispensary,Operating,Private - For Profit,72331,,-6.844491,39.196949
110786-1,Arafa Sinza,Arafa Sinza,Eastern Zone,Dar es Salaam,Ubungo,Ubungo MC,Sinza,Sinza D,Dispensary,Operating,Private - For Profit,71276,,-6.78857,39.22475
100167-6,Arafa Tembo Mgwaza,Tembo Mgwaza Dispensary,Eastern Zone,Dar es Salaam,Ilala,Ilala MC,Kimanga,Tembomgwaza,Dispensary,Operating,Private - For Profit,72338,,-6.826625,39.189662
100168-4,Arafa ugweno,arafa ugweno h/c,Eastern Zone,Dar es Salaam,Temeke,Temeke MC,Tandika,Tandika,Health Center,Operating,Private - NGOs,73289,,-6.867199,39.259083
110521-2,Arafa Umoja,Arafa Dispensary,Eastern Zone,Dar es Salaam,Temeke,Temeke MC,Azimio,Mtongani,Dispensary,Operating,Private - Faith based organization (FBO),73316,,-6.873623,39.269289
100169-2,Arafa Upendo,Quick Moscow,Eastern Zone,Dar es Salaam,Temeke,Temeke MC,Temeke,Temeke,Health Center,Operating,Private - NGOs,73300,,-6.85673,39.2625
108639-6,Arafa Uzuri,Arafa Uzuri,Eastern Zone,Dar es Salaam,Ubungo,Ubungo MC,Manzese,Uzuri,Dispensary,Operating,Private - For Profit,71417,,-6.79392,39.23314
111377-8,Arafa VIDA,Vida,Eastern Zone,Dar es Salaam,Ilala,Ilala MC,Majohe,Mji Mpya,Dispensary,Operating,Private - For Profit,72438,,-6.90683,39.14307
110639-2,Arafa Vigaeni,Arafa Vigaeni,Eastern Zone,Dar es Salaam,Kinondoni,Kinondoni MC,Bunju,Bunju A,Dispensary,Operating,Private - Faith based organization (FBO),71367,,-6.62014,39.11132
107081-2,Arafa Yombo Relini,,Eastern Zone,Dar es Salaam,Temeke,Temeke MC,Yombo Vituka,Yombo vituka,Dispensary,Operating,Private - Faith based organization (FBO) - Bakwata,73250,,-6.87034,39.230881
110618-6,Arafa Zakhem,Arafa,Eastern Zone,Dar es Salaam,Temeke,Temeke MC,Mbagala Kuu,Kibondemaji B,Clinic - Dental Clinic,Operating,Private - For Profit,73330,,-6.91362,39.27055
100171-8,Arafa-Kiparang'anda,Arafa Kiparang'anda,Eastern Zone,Pwani,Mkuranga,Mkuranga DC,Kiparang'anda,Kiparang'anda 'A',Dispensary,Operating,Private - Faith based organization (FBO),66001,,-7.14991,39.1803
100173-4,Arash,Arash,Northern Zone,Arusha,Ngorongoro,Ngorongoro DC,Arash,Arash,Dispensary,Operating,Private - Faith based organization (FBO),28002,,-2.3769,35.50596
111594-8,Arcs,Kwa Masanja,Southern Highlands Zone,Njombe,Njombe,Njombe TC,Mjimwema,Nazareti,Health Center,Operating,Private - For Profit,113208,,-9.352869,34.788176
100174-2,Ardhi,,Western Zone,Tabora,Tabora,Tabora MC,Cheyo,Ikulu,Dispensary,Closed,Public - Parastatal,,,-5.04005,32.826
100176-7,Ardhi Institute,,Eastern Zone,Morogoro,Morogoro,Morogoro MC,Boma,Jumbe mtoto,Dispensary,Operating,Private - For Profit,,,-6.82639,37.67594
108661-0,Ardhi University,UCLAS,Eastern Zone,Dar es Salaam,Kinondoni,Kinondoni MC,Makongo,Mlalakuwa,Dispensary,Operating,Public - Parastatal,71109,,-6.76674,39.213
100179-1,Arkatan,ARKATAN,Northern Zone,Arusha,Monduli,Monduli DC,Sepeko,Arkatani,Dispensary,Operating,Public - LGA,,02-01-0126,-3.24778,36.1898
100181-7,Aroma,,Eastern Zone,Dar es Salaam,Kinondoni,Kinondoni MC,Not set,Not set,Dispensary,Closed,Private - For Profit,,,-6.81887,39.2405
100182-5,Arri,,Northern Zone,Manyara,Mbulu,Mbulu DC,Yaeda Ampa,Yaeda Ampa,Dispensary,Operating,Public - LGA,,,-4.0125,35.428779
100183-3,Arri Tsaayo,Arri Tsaayo,Northern Zone,Manyara,Babati,Babati DC,Arri,Tsaayo,Dispensary,Operating,Public - LGA,,21-01-0151,-4.24142,35.58945
100185-8,Arusha,Arusha &labaratory Dispensary,Northern Zone,Arusha,Arusha,Arusha CC,Sekei,Not set,Dispensary,Operating,Private - For Profit,23054,,-3.37955,36.70607
110719-2,Arusha chini,Arusha chini,Southern Zone,Mtwara,Mtwara,Nanyamba TC,Chawi,Arusha,Dispensary,Pending Operation - Under Construction,Public - LGA,,,-10.606036,40.143931
100187-4,Arusha Health Centre for Women,Kwa Dr Wanjara,Northern Zone,Arusha,Arusha,Arusha CC,Kaloleni,Mita mia mbili,Health Center,Operating,Private - For Profit,23208,02-03-0116,-3.36106,36.68535
100188-2,Arusha Lutheran Center,,Northern Zone,Arusha,Arusha,Arusha CC,Levolosi,Levolos,Hospital - Referral Hospital,Operating,Private - Faith based organization (FBO),,02-03-0200,-3.36626,36.6823
100189-0,Arusha Medical Centre,Kwa Dr Chamba,Northern Zone,Arusha,Arusha,Arusha CC,Themi,Corridor,Dispensary,Closed,Private - For Profit,102246,02-03-0101,-3.37636,36.698442
100190-8,Arusha School,,Northern Zone,Arusha,Arusha,Arusha CC,Themi,Old Police line,Dispensary,Operating,Public,,,-3.3742,36.69426
100192-4,Arusha X-ray Centre,,Northern Zone,Arusha,Arusha,Arusha CC,Sekei,AICC,Dispensary,Operating,Private - For Profit,,,-3.36579,36.699
110944-6,AS CHALINZE,AS Chalinze,Eastern Zone,Pwani,Bagamoyo,Chalinze DC,Bwilingu,Bwilingu,Dispensary,Operating,Private - For Profit,,,-6.641251,38.356269
100193-2,Asamatwa,Asamatwa,Northern Zone,Manyara,Kiteto,Kiteto DC,Sunya,Asamato,Dispensary,Operating,Public - LGA,,,-5.67291,37.03888
100194-0,Asanje,Asanje,Central Zone,Dodoma,Bahi,Bahi DC,Babayu,Asanje,Dispensary,Operating,Public - LGA,,01-06-0124,-5.734873,35.72171
100195-7,Asante Nyerere,Zahanati ya Asante Nyerere,Western Zone,Kigoma,Kasulu,Kasulu DC,Asante Nyerere,Asante Nyerere,Dispensary,Operating,Public - LGA,,,-4.866151,30.348197
102374-6,Ashe engai RC,Karansi,Northern Zone,Kilimanjaro,Siha,Siha DC,Karansi,Karansi,Health Center,Operating,Private - Faith based organization (FBO),35218,,-3.18129,37.01931
100197-3,Atta,,Central Zone,Dodoma,Kondoa,Kondoa DC,Kisese,Atta,Dispensary,Operating,Public - LGA,,,-4.527112,35.903687
105003-8,Atukuzwe Juu,Appostles of Jesus,Eastern Zone,Dar es Salaam,Temeke,Temeke MC,Mianzini,Kimbangulile,Dispensary,Operating,Private - For Profit,,,-6.92112,39.27518
110873-7,Aveti,,Northern Zone,Arusha,Arusha,Arusha CC,Kaloleni,Kaloleni Mashariki,Dispensary,Operating,Private - For Profit,,,-3.36314,36.69035
100200-5,Aviation,Aviation,Eastern Zone,Dar es Salaam,Ilala,Ilala MC,Ilala,Shariff Shamba,Dispensary,Operating,Private - For Profit,72021,,-6.82779,39.25728
110813-3,Aviceena,Kwa Dr.Karim,Eastern Zone,Dar es Salaam,Ilala,Ilala MC,Upanga Magharibi,Mfaume,Clinic,Operating,Private - For Profit,72334,,-6.809568,39.276521
100202-1,Ayalabe,,Northern Zone,Arusha,Karatu,Karatu DC,Ganako,Ayalabe,Dispensary,Operating,Public - LGA,,,-3.35739,35.689692
100203-9,Ayasanda,Endanachan,Northern Zone,Manyara,Babati,Babati DC,Ayasanda,Endanachan,Dispensary,Operating,Public - LGA,,21-01-0149,-4.33594,35.69565
100204-7,Azania,Azania,Eastern Zone,Dar es Salaam,Kinondoni,Kinondoni MC,Kigogo,Mbuyuni,Dispensary,Operating,Private - For Profit,71151,,-6.81638,39.25362
100205-4,Azimio,Azimio,Western Zone,Tabora,Uyui,Uyui DC,Usagari,Azimio,Dispensary,Operating,Public,,,-4.85505,32.4751
100207-0,Azimio,Azimio,Southern Zone,Ruvuma,Tunduru,Tunduru DC,Mtina,Azimio,Dispensary,Operating,Public - LGA,,,-11.17379,37.2627
111623-5,B & B Zera Eye Centre,Zera Complex,Eastern Zone,Dar es Salaam,Temeke,Temeke MC,Mtoni,Mtoni,Clinic - Eye Clinic,Operating,Private - For Profit,,,-6.86688,39.27486
111938-7,B and B,,Eastern Zone,Dar es Salaam,Ubungo,Ubungo MC,Goba,Goba,Clinic - Other Clinic,Operating,Private - For Profit,,,-6.74133,39.16882
100419-1,B.A.P Swaminarayan,Swaminarayan,Eastern Zone,Dar es Salaam,Ilala,Ilala MC,Kisutu,Kisutu,Dispensary,Operating,Private - Faith based organization (FBO),72264,,-6.814639,39.284997
100211-2,Babati,Mrara,Northern Zone,Manyara,Babati,Babati TC,Babati,Mrara,Hospital - District Hospital,Operating,Public - LGA,,,-4.2093,35.75929
107067-1,Babati Romancatholic,mission,Northern Zone,Manyara,Babati,Babati TC,Bagara,Negamsi,Dispensary,Operating,Private,25002,21-01-0107,-4.21125,35.74022
100214-6,Babayu,BABAYU,Central Zone,Dodoma,Chemba,Chemba DC,Makorongo,Babayu,Dispensary,Operating,Public - LGA,,,-5.626108,35.703579
100215-3,Babayu,Babayu,Central Zone,Dodoma,Bahi,Bahi DC,Babayu,Babayu,Dispensary,Operating,Public - LGA,,01-06-0106,-5.638693,35.703269
105650-6,Badi,Muhida,Western Zone,Simiyu,Maswa,Maswa DC,Badi,Muhida,Dispensary,Operating,Public - LGA,,,-3.23001,33.519
109245-1,Badi,Badi,Western Zone,Shinyanga,Kishapu,Kishapu DC,Mwakipoya,Not set,Dispensary,Operating,Public - LGA,,,-3.60581,33.99642
100218-7,Badugu,Badugu,Western Zone,Simiyu,Busega,Busega DC,Badugu,Badugu,Dispensary,Operating,Public - LGA,106602-6,19-02-0114,-2.480091,33.678768
100220-3,Baga,Baga,Northern Zone,Tanga,Lushoto,Bumbuli DC,Baga,Baga,Dispensary,Operating,Public - LGA,100220-3,,-4.7721,38.42585
100221-1,Bagamoyo,Bagamoyo Distr Hospital,Eastern Zone,Pwani,Bagamoyo,Bagamoyo DC,Dunda,Dunda,Hospital - District Hospital,Operating,Public - LGA,,06-01-0100,-6.437181,38.907161
111372-9,Bagamoyo Mental Health,Mental clinic,Northern Zone,Tanga,Korogwe,Korogwe TC,Kilole,Kwanduli,Clinic - Other Clinic,Operating,Private - For Profit,,,-5.17943,38.443036
100222-9,Bagari Group,Bagari,Northern Zone,Arusha,Arumeru,Meru DC,Usa River,Usa River,Dispensary,Closed,Private - For Profit,,,-3.37671,36.85277
100225-2,Bago,Bago,Northern Zone,Tanga,Muheza,Muheza DC,Kigombe,Kigombe,Dispensary,Operating,Private - Faith based organization (FBO),,,-5.33036,39.03235
100227-8,Bahi,Bahi HC,Central Zone,Dodoma,Bahi,Bahi DC,Bahi,Bahi Sokoni,Health Center,Operating,Public - LGA,,01-03-0101,-5.96258,35.312075
100228-6,Bahi Makulu,Bahi makulu,Central Zone,Dodoma,Bahi,Bahi DC,Mpamantwa,Bahi Makulu,Dispensary,Operating,Public - LGA,,01-06-0125,-6.049775,35.350335
100229-4,Bahi RC,Bahi RC,Central Zone,Dodoma,Bahi,Bahi DC,Bahi,Bahi Sokoni,Dispensary,Operating,Private - Faith based organization (FBO),,,-5.94521,35.312127
109193-3,Bahimba,,Lake Zone,Geita,Chato,Chato DC,Nyamirembe,Kalebezo,Dispensary,Closed (Temporary),Private - For Profit,,,-2.529142,31.693245
100231-0,Bakwata,,Central Zone,Dodoma,Mpwapwa,Mpwapwa DC,Mpwapwa Mjini,Mpwapwa Mjini,Dispensary,Closed,Private - Faith based organization (FBO),,,-6.34739,36.48983
100234-4,Bakwata,,Central Zone,Singida,Manyoni,Manyoni DC,Manyoni,Not set,Dispensary,Closed,Private,,,-5.74642,34.83569
100240-1,Bakwata,Bakwata Dispensary,Western Zone,Kigoma,Kibondo,Kibondo DC,Kibondo,Kibondo,Dispensary,Operating,Private - Faith based organization (FBO),Kibondo,,-3.58555,30.71802
100250-0,Bakwata,Bakwata,Northern Zone,Manyara,Babati,Babati DC,Gallapo,Not set,Dispensary,Closed,Private,,,-4.17198,35.5125
103316-6,Bakwata,Bawakta,Northern Zone,Tanga,Korogwe,Korogwe TC,Manundu,Mbeza,Health Labs,Operating,Private - Faith based organization (FBO),327,,-5.155129,38.448722
109449-9,Bakwata,Bakwata,Lake Zone,Mwanza,Magu,Magu DC,Magu Mjini,Ibidanja,Dispensary,Closed (Temporary),Private - For Profit,,,-2.59068,33.43637
111208-5,Bakwata,KWA DR.NYAGA,Western Zone,Tabora,Igunga,Igunga DC,Igunga,Igunga,Dispensary,Operating,Private - For Profit,142003,,-4.28703,33.880255
100232-8,Bakwata Majengo,"Dr, Gedi",Western Zone,Shinyanga,Kahama,Kahama TC,Majengo,Majengo,Dispensary,Operating,Private - For Profit,,,-3.82569,32.60182
100253-4,Bakwata - Mang'ula,BAKWATA,Eastern Zone,Morogoro,Kilombero,Kilombero DC,Mwaya,Mwaya,Dispensary,Closed,Private - Faith based organization (FBO),,,-7.85963,36.90008
112260-5,Bakwata Kichemchem,,Eastern Zone,Dar es Salaam,Temeke,Temeke MC,Mbagala Kuu,Kichemchem,Dispensary,Operating,Private - For Profit,73401,,-6.91374,39.28494
100272-4,Bakwata Mbika,Bakwata Mika,Western Zone,Shinyanga,Kahama,Ushetu DC,Ushetu,Mbika,Dispensary,Operating,Private - For Profit,,,-4.18819,32.2451
111530-2,Bakwata Mianzini,,Eastern Zone,Dar es Salaam,Temeke,Temeke MC,Mianzini,Machinjioni,Dispensary,Operating,Private - For Profit,73355,,-6.93278,39.25713
100274-0,Bakwata Mikoroshini,,Eastern Zone,Dar es Salaam,Kinondoni,Kinondoni MC,Msasani,Mikoroshini,Dispensary,Closed,Private - For Profit,,,-6.78203,39.2444
100275-7,Bakwata Msasani-Nassor,,Eastern Zone,Dar es Salaam,Kinondoni,Kinondoni MC,Msasani,Bonde la Mpunga,Dispensary,Closed,Private - For Profit,,,-6.76634,39.2644
111134-3,Bakwata Muganza,,Lake Zone,Geita,Chato,Chato DC,Muganza,Muganza,Dispensary,Closed (Temporary),Private - Faith based organization (FBO),,,-2.372178,31.732693
100236-9,Bakwata Njia Panda,Bakwata Njia Panda,Northern Zone,Kilimanjaro,Moshi,Moshi DC,Kilema Kusini,Kilototoni,Dispensary,Operating,Private - Faith based organization (FBO),34210,,-3.40915,37.51853
112163-1,Bakwata Nyahanga,Zahanati,Western Zone,Shinyanga,Kahama,Kahama TC,Majengo,Majengo,Dispensary,Operating,Private - For Profit,,,-3.82229,32.60527
100278-1,Bakwata Sadala,,Northern Zone,Kilimanjaro,Hai,Hai DC,Masama Kusini,Not set,Dispensary,Closed (Temporary),Private - Faith based organization (FBO),,,-3.30762,37.19968
100279-9,BAKWATA Segese,,Western Zone,Shinyanga,Kahama,Msalala DC,Isaka,Isaka,Dispensary,Operating,Private - For Profit,,,-3.53039,32.4202
100248-4,BAKWATA SHAMSIYA,Bakwata buseresere,Lake Zone,Geita,Chato,Chato DC,Buseresere,Buseresere,Dispensary,Operating,Private - Faith based organization (FBO),,,-3.002824,31.921159
100280-7,Bakwata Str. 11,Bakwata,Northern Zone,Tanga,Tanga,Tanga CC,Ngamiani Kaskazini,Makoko,Dispensary,Closed (Temporary),Private - Faith based organization (FBO),,,-5.07968,39.10202
100254-2,Bakwata Tandika,,Eastern Zone,Dar es Salaam,Temeke,Temeke MC,Tandika,Nyambwera,Dispensary,Closed,Private - Faith based organization (FBO),,,-6.8589,39.2551
100285-6,Bakwata Ulyankulu,BAKWATA,Western Zone,Tabora,Kaliua,Kaliua DC,Milambo,Not set,Dispensary,Operating,Private,,,-4.62861,32.16552
112245-6,Bakwata Vijibweni,soweto dispensary,Eastern Zone,Dar es Salaam,Kigamboni,Kigamboni MC,Vijibweni,Majengo,Dispensary,Operating,Private - Faith based organization (FBO) - Bakwata,73397,,-6.86995,39.30967
110516-2,Bakwata Yombo Darajani,Bakwata Kilakala,Eastern Zone,Dar es Salaam,Temeke,Temeke MC,Kilakala,Kilakala,Dispensary,Closed (Temporary),Private - Faith based organization (FBO),73357,,-6.86846,39.24673
100287-2,Balang'a,Balang'a,Northern Zone,Tanga,Kilindi,Kilindi DC,Kisangasa,Balang'a,Dispensary,Operating,Public - LGA,,,-5.31329,37.57582
100288-0,Balangdalalu,Balangdalalu,Northern Zone,Manyara,Hanang,Hanang DC,Balangidalalu,Balang'dalalu,Health Center,Operating,Private - Faith based organization (FBO),,,-4.64209,35.2756
100289-8,Balatogwa,Balatogwa Dispensary,Lake Zone,Mwanza,Sengerema,Sengerema DC,Mwabaluhi,Balatoga,Dispensary,Operating,Public - LGA,,,-2.70638,32.64912
100290-6,Baleni,Baleni,Eastern Zone,Pwani,Mafia,Mafia DC,Baleni,Baleni,Dispensary,Operating,Public - LGA,65004,,-7.873031,39.806575
104200-1,Bama Beba,,Northern Zone,Arusha,Arusha,Arusha CC,Levolosi,Levolos,Dispensary,Operating,Private - For Profit,,,-3.36686,36.681
100295-5,Bamba Mavengero,BAMBA MAVENGERO,Northern Zone,Tanga,Mkinga,Mkinga DC,Mhinduro,Bambamavengero,Dispensary,Operating,Public - LGA,,,-4.97254,38.7966
100296-3,Bamboo Hannanasif,,Eastern Zone,Dar es Salaam,Kinondoni,Kinondoni MC,Hananasif,Hananasif,Dispensary,Closed,Private - For Profit,,,-6.79391,39.2651
108586-9,Bamita,Bamita,Eastern Zone,Pwani,Kisarawe,Kisarawe DC,Kisarawe,Kisarawe,Clinic,Closed,Private - Faith based organization (FBO),,,-6.90974,39.07042
100300-3,Bamita,BAMITA,Western Zone,Tabora,Tabora,Tabora MC,Gongoni,Zimzmoto,Dispensary,Closed,Private,,,-5.01748,32.81439
100301-1,Bamita,Bamita,Eastern Zone,Pwani,Rufiji,Kibiti DC,Bungu,Bungu A,Dispensary,Closed (Temporary),Private - For Profit,,,-7.631368,39.059732
100302-9,Banawanu,Banawanu,Southern Highlands Zone,Njombe,Wanging'ombe,Wanging'ombe DC,Ilembula,Banawanu,Dispensary,Operating,Public - LGA,,,-8.950625,34.715227
100304-5,Bandari,Bandari,Northern Zone,Tanga,Tanga,Tanga CC,Central,Central,Dispensary,Operating,Public - Parastatal,,,-5.07008,39.10501
100305-2,Bandari,Bandari Hralth Centre,Eastern Zone,Dar es Salaam,Temeke,Temeke MC,Kurasini,Kurasini,Health Center,Operating,Public - Parastatal,73003,,-6.832175,39.28889
100306-0,Banemhi,Banemhi,Western Zone,Simiyu,Bariadi,Bariadi DC,Mwadobana,Banemhi,Dispensary,Operating,Public - LGA,,,-2.62339,34.0455
100307-8,Bangalala,Bangalala,Northern Zone,Kilimanjaro,Same,Same DC,Mwembe,Bangalala,Dispensary,Operating,Public - LGA,100307-8,03-03-0108,-4.23113,37.8482
100308-6,Bangata,Sasi,Northern Zone,Arusha,Arusha,Arusha DC,Bangata,Sasi,Dispensary,Operating,Public - LGA,,,-3.35845,36.74753
100309-4,Bangata Lutheran,,Northern Zone,Arusha,Arusha,Arusha DC,Bangata,Midawe,Dispensary,Operating,Private - Faith based organization (FBO),,,-3.33582,36.74476
100310-2,Bangwe,Bangwe,Western Zone,Kigoma,Kigoma,Kigoma Ujiji MC,Bangwe,Buteko,Dispensary,Operating,Public - LGA,,,-4.906827,29.613642
111830-6,Bangwe Road,Bangwe Road Disp,Western Zone,Kigoma,Kigoma,Kigoma Ujiji MC,Kigoma,Shede,Dispensary,Operating,Private - Faith based organization (FBO),,,-4.87942,29.62834
100312-8,Banja,Banja,Eastern Zone,Pwani,Mafia,Mafia DC,Kirongwe,Banja,Dispensary,Operating,Public - LGA,65003,,-7.763076,39.822582
100313-6,Bank of Tanzania,,Lake Zone,Mwanza,Nyamagana,Nyamagana MC,Mirongo,Uhuru,Clinic - Other Clinic,Operating,Public - Parastatal,,,-2.51775,32.9066
